Event Date,Facility Type,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Assault Description,Primary Contributing Factors,Severity of Assault,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Assault Description,Department/Office Incident Took Place,Assault Description
11/16/2024,ED,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Security; Seclusion,,,
11/16/2024,ED,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
11/16/2024,Other,Allied Health/Technologist,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
11/16/2024,Other,<N/S>,Inpatient,Physical,Bitten,<N/S>,Other,Mild - Upset / Angry / Scared / Humiliated,<N/S>,De-escalation Techniques Utilized,,,
11/17/2024,ED,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/17/2024,ED,<N/S>,Other,Physical,NA,<N/S>,Moderate,None - No emotional and/or psychological impact,ED,Notified Supervisor,,,
11/17/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/18/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Mild,Mild - Upset / Angry / Scared / Humiliated,<N/S>,Called Code Gray,,,
11/18/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Called Code Gray; Physical Hold; Seclusion,,,
11/18/2024,ED,Allied Health/Technologist,Inpatient,Physical,Grabbed,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/18/2024,Other,<N/S>,Other,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/18/2024,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,NA,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/18/2024,Other,<N/S>,Other,Verbal,Intimidation; verbal abuse,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/15/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/18/2024,Other,<N/S>,Inpatient,Physical,Grabbed; Hit w/ Fist; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
11/18/2024,ED,<N/S>,Outpatient,Physical,Assault w/ Bodily Fluids; Scratched,<N/S>,Mild,None - No emotional and/or psychological impact,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
11/19/2024,Other,<N/S>,Other,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/19/2024,Med/Surg/Inpatient,<N/S>,Inpatient,Verbal,Intimidation; Threat of Violence,Pt Dx Dementia ,None,<N/S>,<N/S>,Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/18/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/19/2024,Other,Physician/APP,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
11/12/2024,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/19/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/19/2024,Other,<N/S>,Other,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/19/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Security; Notified Supervisor,,,
11/19/2024,Other,<N/S>,Visitor,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/19/2024,ED,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
11/19/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Pushed; Scratched,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/4/2024,BC,<N/S>,Inpatient,Physical,Threat of Violence,<N/S>,Other,None - No emotional and/or psychological impact,Other (please specify),Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold,,,
11/20/2024,ED,<N/S>,Outpatient,Verbal,Intimidation; Screaming or Yelling; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
10/16/2024,Other,<N/S>,Outpatient,Physical,Hit w/ Object,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/19/2024,Other,Administration/Support Services,Outpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
11/20/2024,Other,Allied Health/Technologist,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,
11/21/2024,Other,<N/S>,Inpatient,Physical,Grabbed; Hair Pulling; Scratched; Slapped,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/20/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/21/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/22/2024,Other,"Nurse (RN, LPN, LNA)",Other,Verbal,Intimidation; Screaming or Yelling; Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/22/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/22/2024,Other,<N/S>,Outpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
11/22/2024,Other,Administration/Support Services,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/22/2024,Other,Allied Health/Technologist,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling",N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
11/22/2024,Other,<N/S>,Outpatient,Verbal,Gender / Sexist Comments,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/22/2024,Other,<N/S>,Resident (LTC),Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/23/2024,Other,Allied Health/Technologist,Inpatient,Physical,<N/S>,<N/S>,Moderate,<N/S>,Other (please specify),<N/S>,,,
11/22/2024,Other,Allied Health/Technologist,Inpatient,Physical,Bitten,<N/S>,Moderate,<N/S>,ED,De-escalation Techniques Utilized,,,
11/22/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Intimidation; Threat of Violence,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),Called Code Gray; Physical Hold,,,
11/23/2024,ED,"Nurse (RN, LPN, LNA)",Outpatient,Physical,Hair Pulling,<N/S>,None,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Notified Security; Notified Supervisor,,,
11/19/2024,ED,<N/S>,Visitor,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/23/2024,BC,<N/S>,Inpatient,Physical,Bitten,<N/S>,Moderate,None - No emotional and/or psychological impact,Other (please specify),Called Code Gray,,,
11/23/2024,BC,<N/S>,Inpatient,Physical,Tripped,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),Physical Hold,,,
11/24/2024,Other,Allied Health/Technologist,Outpatient,Verbal,Screaming or Yelling,N/A or Unknown,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/24/2024,Other,<N/S>,Inpatient,Physical,Grabbed,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,
11/24/2024,Other,<N/S>,Inpatient,Physical,Bitten,<N/S>,Moderate,Mild - Upset / Angry / Scared / Humiliated,<N/S>,De-escalation Techniques Utilized,,,
11/18/2024,Other,<N/S>,Inpatient,Verbal,"Screaming or Yelling; Threat of Violence; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/23/2024,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
11/21/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",N/A or Unknown,None,<N/S>,<N/S>,Notified Supervisor,,,
11/25/2024,ED,<N/S>,Visitor,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/25/2024,Other,<N/S>,Other,Verbal,harassment,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/22/2024,Other,<N/S>,Outpatient,Physical,Hit w/ Fist; Kicked; Pushed; Slapped,<N/S>,None,<N/S>,<N/S>,Notified Security,,,
11/21/2024,Other,Rehabilitation/Therapy Services,Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,<N/S>,,,
11/25/2024,BC,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Hit w/ Fist,N/A or Unknown,None,<N/S>,<N/S>,Physical Hold,,,
11/25/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
11/26/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Supervisor; Physical Hold,,,
11/26/2024,BC,<N/S>,Inpatient,Property Damage/Vandalism,Aggression Toward an Inanimate Object; Throwing Bodily Fluids,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/26/2024,Other,<N/S>,Outpatient,Physical,Hit w/ Fist,<N/S>,Other,Mild - Upset / Angry / Scared / Humiliated,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/26/2024,Other,<N/S>,Outpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/26/2024,ED,<N/S>,Inpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Physical Hold,,,
11/26/2024,Other,<N/S>,Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/26/2024,ED,<N/S>,Outpatient,Verbal,Threat of Violence,<N/S>,None,<N/S>,<N/S>,Notified Security; Notified Supervisor,,,
11/27/2024,ED,<N/S>,Outpatient,Physical,Scratched,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/26/2024,BC,<N/S>,Inpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
11/26/2024,Other,<N/S>,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/27/2024,ED,<N/S>,Inpatient,Verbal,Threat of Violence; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
11/26/2024,Other,<N/S>,Other,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
11/26/2024,Other,<N/S>,Inpatient,Verbal,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",Trauma injury,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/24/2024,Other,Allied Health/Technologist,Visitor,Verbal,Gender / Sexist Comments; Screaming or Yelling; Stalking or Terrorizing,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
11/27/2024,Other,Allied Health/Technologist,Outpatient,Written/Digital,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/27/2024,Other,<N/S>,Outpatient,Physical,Grabbed,NA,None,<N/S>,<N/S>,Notified Supervisor,,,
11/25/2024,BC,<N/S>,Inpatient,Verbal,Intimidation; Screaming or Yelling; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/25/2024,BC,<N/S>,Inpatient,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/28/2024,Other,<N/S>,Inpatient,Physical,Scratched,<N/S>,Moderate,None - No emotional and/or psychological impact,ED,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,
11/28/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Pushed,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized,,,
11/27/2024,ED,<N/S>,Inpatient,Verbal,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
11/27/2024,Other,<N/S>,Visitor,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/25/2024,BC,<N/S>,Inpatient,Verbal,Intimidation; Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/25/2024,BC,Allied Health/Technologist,Inpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/28/2024,BC,<N/S>,Inpatient,Physical,Aggression Toward an Inanimate Object; Hit w/ Object; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
11/29/2024,BC,<N/S>,Inpatient,Verbal,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/29/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Hit w/ Fist; Kicked; Threat of Violence,<N/S>,Mild,Moderate - Moderate emotional and/or psychological impact with no missed work.,<N/S>,De-escalation Techniques Utilized,,,
11/28/2024,ED,<N/S>,Outpatient,Physical,Aggression Toward an Inanimate Object; Assault w/ Bodily Fluids; Hit w/ Object,<N/S>,None,<N/S>,<N/S>,Called 911; Notified Supervisor; Seclusion,,,
11/28/2024,BC,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids,<N/S>,None,<N/S>,<N/S>,Physical Hold,,,
11/29/2024,BC,<N/S>,Inpatient,Verbal,Screaming or Yelling; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
11/26/2024,ED,Allied Health/Technologist,Inpatient,Physical,Scratched,<N/S>,Moderate,None - No emotional and/or psychological impact,ED,Chemical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,
11/29/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Hair Pulling; Hit w/ Fist; Pushed; Scratched,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,
11/29/2024,ED,<N/S>,Outpatient,Physical,Kicked,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
11/30/2024,BC,<N/S>,Inpatient,Physical,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/30/2024,ED,<N/S>,Outpatient,Verbal,Cell recording; Intimidation; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,
11/30/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Hair Pulling; Kicked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor,,,
11/30/2024,ED,<N/S>,Outpatient,Physical,Grabbed; Hair Pulling; Kicked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security; Physical Hold,,,
11/30/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,None,<N/S>,<N/S>,Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint,,,
11/27/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist; Kicked; Threat of Violence,<N/S>,Moderate,None - No emotional and/or psychological impact,<N/S>,Physical Hold,,,
11/26/2024,Other,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/27/2024,Other,<N/S>,Inpatient,Physical,Grabbed,<N/S>,Moderate,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),De-escalation Techniques Utilized,,,
11/26/2024,Other,<N/S>,Outpatient,Physical,Hair Pulling,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/22/2024,Other,<N/S>,Outpatient,Verbal,Gender / Sexist Comments,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
11/22/2024,Other,<N/S>,Other,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
11/8/2024,Other,Other,Visitor,Verbal,Intimidation,N/A or Unknown,None,<N/S>,<N/S>,Notified Security,,,
11/29/2024,ED,<N/S>,Inpatient,Physical,Grabbed; Hair Pulling; Kicked; Scratched,<N/S>,Mild,Moderate - Moderate emotional and/or psychological impact with no missed work.,ED,Behavioral Expectations Reviewed; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,,,
12/1/2024,BC,<N/S>,Inpatient,Physical,Hit w/ Fist; Pushed; Scratched; Threat of Violence,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Physical Hold,,,
12/2/2024,Other,<N/S>,Inpatient,Physical,Unsure,<N/S>,Mild,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized; Notified Supervisor; Physical Hold,,,
12/2/2024,Other,<N/S>,Other,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/3/2024,Other,<N/S>,Outpatient,Written/Digital,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/3/2024,Other,"Nurse (RN, LPN, LNA)",Inpatient,Physical,Intimidation; Threat of Violence,N/A or Unknown,None,<N/S>,<N/S>,Notified Clinical Physician Resources; Notified Security,,,
12/3/2024,Other,<N/S>,Inpatient,Physical,Aggression Toward an Inanimate Object,<N/S>,Moderate,None - No emotional and/or psychological impact,ED,De-escalation Techniques Utilized,,,
12/3/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/3/2024,Other,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/3/2024,BC,<N/S>,Inpatient,Physical,code situation,<N/S>,Moderate,Mild - Upset / Angry / Scared / Humiliated,<N/S>,Called Code Gray,,,
12/3/2024,Other,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Other,None - No emotional and/or psychological impact,Other (please specify),Behavioral Expectations Reviewed; Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security,,,
12/4/2024,Other,Administration/Support Services,Inpatient,Verbal,Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/4/2024,ED,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security,,,
12/4/2024,Other,<N/S>,Outpatient,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/4/2024,Other,<N/S>,Inpatient,Physical,threw dinner tray,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/4/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/4/2024,BC,<N/S>,Inpatient,Physical,Threw cup of water on writer,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/4/2024,Other,Allied Health/Technologist,Inpatient,Physical,Kicked,<N/S>,Mild,Moderate - Moderate emotional and/or psychological impact with no missed work.,Other (please specify),Mechanical Restraint; Notified Supervisor,,,
12/5/2024,ED,<N/S>,Inpatient,Physical,Hit w/ Fist,<N/S>,Other,Mild - Upset / Angry / Scared / Humiliated,Other (please specify),Physical Hold,,,
12/4/2024,Other,<N/S>,Other,Verbal,Unwelcome or Offensive Language/Gestures,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/5/2024,SCU,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence; Unwelcome or Offensive Language/Gestures",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/3/2024,Other,<N/S>,Outpatient,Verbal,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/6/2024,Other,<N/S>,Outpatient,Verbal,Throwing things in parking lot; Unwelcome or Offensive Language/Gestures,NA,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/6/2024,Other,<N/S>,Outpatient,Verbal,Intimidation,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Supervisor,,,
12/6/2024,Other,<N/S>,Outpatient,Verbal,"Comment of ""This is how it is in the US""; Intimidation",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed,,,
12/6/2024,Other,<N/S>,Outpatient,Verbal,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; Notified Supervisor,,,
12/6/2024,ED,<N/S>,Inpatient,Physical,hit with open arm,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,
12/4/2024,Other,<N/S>,Other,Verbal,Intimidation; Screaming or Yelling,<N/S>,None,<N/S>,<N/S>,Notified Supervisor,,,
12/6/2024,Other,<N/S>,Inpatient,Physical,Choked,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized,,,
12/6/2024,Other,<N/S>,Inpatient,Physical,Choked,<N/S>,Moderate,None - No emotional and/or psychological impact,Other (please specify),De-escalation Techniques Utilized,,,
12/7/2024,ED,<N/S>,Inpatient,Verbal,Intimidation; Screaming or Yelling; Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
12/7/2024,ED,Allied Health/Technologist,Inpatient,Physical,headbutted ,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Physical Hold,,,
12/6/2024,ED,<N/S>,Outpatient,Physical,Hit w/ Fist,<N/S>,None,Moderate - Moderate emotional and/or psychological impact with no missed work.,ED,Notified Clinical Physician Resources; Notified Security,,,
12/7/2024,ED,<N/S>,Inpatient,Physical,Grabbed; Scratched; Slapped,<N/S>,None,<N/S>,<N/S>,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Physical Hold,,,
12/7/2024,Med/Surg/Inpatient,<N/S>,Inpatient,Physical,Assault w/ Bodily Fluids; Grabbed; Hit w/ Fist; Hit w/ Object; Pushed; Scratched; Threat of Violence,<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Security,,,
12/8/2024,ED,<N/S>,Outpatient,Verbal,"Profane, Lewd or Aggressive Language",<N/S>,None,<N/S>,<N/S>,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,,,
