Event Date,Physical Injury Incurred? Level of Care,Type of Person Affected,Occupational category of Person Impacted,Type of Violence,Primary Assault Description ,Immediate Actions (Reported),Contributing Factors (Reported),Nature of Injury,Location of Injury on Body,Emotional and/or Psychological Impact,Assault Description,Care/Service Area,Department,OSHA Recordable?,Law Enforcement Contacted,Charges Pressed
12/31/2024,Yes,Employee,PATIENT EXPERIENCE AIDE,Abuse/Assault (Physical),Kicking/Hitting/Beating; Pushing/Shoving,De-escalation techniques; Treatment Provided,Altered Mental Status,Head Injury,"Headache, Nausea",  ,"PT was getting up from bed to leave. PEA got next to the PT to assist him in standing but remind him to get back into bed. PT stuck PEA in the stomach twice, When PT was being sat down, he headbutt the PEA.",Cardiac/Vascular Procedures & Diagnostics,Cardiac Rehabilitation,Yes,,
12/7/2024,Yes,Employee,Mental Health Worker,Abuse/Assault (Physical),Spitting,Law Enforcement involved/notified; Seclusion of Patient; Treatment Provided,Patient - Lack of Compliance/Adherence; Under Influence of Substance(s),Exposure - Body Fluids,Left eye,  ,"I was doing an intake in the sally port of the ESA and the patient was being uncooperative throughout the security check process. I attempted to bring the patient to the bathroom to change into different pants and she began taking hers off in the middle of the room with several other staff in there, leaving her naked from the waist down. I tried to hand her the pants I was holding so that she could get covered up, at which point she turned and looked at me and spit directly into my left eye.?",Emergency Department,Emergency Department,Yes,,
12/6/2024,Yes,Employee,ENVIRONMENTAL SERVICE TECH II,Abuse/Assault (Physical),  ,Reported to department leader,Interference by Other,Exposure - Other Hazardous Material,eyes,  ,"I took my break at 9:00am on level 2 in the parking garage, And a man  who is a patient that gets seen here in NL hospital walked up to me and harassed me for walking to my smoking spot on break. He had called me a few names and harassed me that i was a worker here and told me i was going to lose my job for smoking as if I was a issue to his own health and had sprayed me in the face with some type of liquid.?
whatever the substance was didn't feel or smell decent. I was stuck in the ED due to swelling and irritation. But it has impacted my work ethic and have to go home to blurred vison.?",Grounds & Common Areas,Grounds & Common Areas (Outside),Yes,,
12/10/2024,Yes,Employee,CERTIFIED NURSING ASSIST II,Abuse/Assault (Physical),  ,De-escalation techniques; Emergency Call/Code; Physical Restraints utilized; Reported to department leader; Safety Alert Button Activated,Altered Mental Status,Abrasion; Head Injury; Laceration/Cut/Tear; Pain,"Left lower arm was grabbed with nails and has multiple scratches with bleeding. Right arm scratched but no blood. Pt kicked me in the head, headache was a result of this.?",  ,"I walked into pt room to perform bed bath. 2 RN and 1 husson partnership student were present in room trying to assist pt back to bed from chair. Pt was combative and was trying to bite, hit, and grab onto staff while standing on her walker. We were able to get her back to bed when, the primary RN told me she was going to get risperidone to help her. Myself and a Husson nursing student tried to keep her in bed until the RN returned. A physical restraint was initiated. The pt kicked me in the head, scratched my arms with her nails, making it bleed, and tried to bite me. I called a strong line for security to come in. Once staff intervened, I stepped out to attend to my wound.",Patient Unit - Medical/Surgical,Medical Surgical Unit - G6,Yes,,
12/13/2024,No,"Affiliate (contracted staff, student)",  ,Threat of Violence,  ,Formal complaint filed with law enforcement,Action by Patient/Resident; Action by Unknown Person(s); Agitated; Loss of Temper,  ,,  ,"PT CALLED STATING HE WAS IN THE EMERGENCY ROOM A COUPLE WEEKS AGO AND WAS CALLING TO GET HIS LAB WORK RESULTS. I TOLD THE PT ""SINCE YOU WERE IN THE EMERGENCY ROOM A COUPLE WEEKS AGO, YOU'LL HAVE TO GO THROUGH MEDICAL RECORDS TO GET THAT."" PT WAS NOT HAPPY WITH MY RESPONSE. PT STARTED SAYING "" I DONT HAVE FUCKING TIME FOR THIS SHIT, IM AT WORK AND DON'T HAVE TIME TO DO ANY OF THAT. I NEED MY FUCKING LAB RESULTS BACK; MY PCP DIDN'T EVEN GET THEM EITHER."" I THEN SAID TO THE PT "" OUR NURSES ARE EXTREMLY BUSY TODAY"". THE GUY GOES AND CUTS ME OFF MIND CONVERSATION AND STATES "" I NEED MY FUCKING RESULTS NOW, YOU CAN'T FUCKING DO THAT. THAT'S FUCKING ILLEGAL"" THE PT WAS JUST TALKING OVER ME WHEN I WAS TRYING TO TEL HIM ""I CAN TRANSFER YOU TO MEDICAL RECORTS."" ONCE THE PT HEARD THAT HE THEN YELLS OVER ME AND SAYS ""IF YOU DON'T GIVE ME MY LAB RESULTS NOW IM GOING TO FUCKING COME THERE IS SHOOT THE PLACE UP"" I THEN WENT AHEAD AND SAID TO THE PT "" UM I WILL NOT LET YOU TALK TO ME THAT WAY, IF YOU WANNA TALK TO ME WITH RESPECT THEN I WILL TALK"" PT STILL WAS CUSING ME OUT WHILE SAYING THAT TO HIM. I THEN HUNG UP THE PHONE.?

",Emergency Department,Emergency Department,  ,,
12/5/2024,Yes,Employee,MGR- SOCIAL SERVICES/LSW-C,Abuse/Assault (Verbal),Harassment,De-escalation techniques; Reported to department leader,Communication Failure; Patient - Lack of Family Cooperation,Other,,  ,"Family members are not in agreement with discharge process, including NOMNC's that have been served. Family has become hostile, verbally and digitally aggressive.?",Care Mgmt & Social Work,Social Services - LTC-SNF,No,,
12/4/2024,Yes,Employee,MGR- SOCIAL SERVICES/LSW-C,Abuse/Assault (Verbal),Posturing,Reported to department leader,Patient - Lack of Family Cooperation,Other,Mental Stress?,  ,"Family was upset about patients decline that resulted in recommendation that they be moved to Moon Light Bay due to safety concerns.?

Social Worker Called family on 12/3 to offer a room change on the Moon Light Bay unit due to an increase in confusion and wondering behaviors in particular into the bathrooms of other residents rooms. On 12/4 the family had a tour set up for 11am with the Social Worker to see the Moonlight Bay unit. While in the room with the family and the Moon light Bay nurse the family became increasingly hostile. Family member stated that she knew that I would call recommending a room change right after she fell and that she even sent out a group text about it. Social Worker tried to explain that Moon Light bay is a smaller unit and that they are specialized in dementia care and that it is a different culture on this unit. Family member became argumentative and hostile asking how this unit is going to stop her from spilling hot coffee on herself. Nurse and Social Worker tried to explain the differences between the units. Social Worker excused self for very brief moment and asked another staff member to please get the DON at that time. DON entered room, and family continued using argumentative and hostile demeanor suggested that the team has not brought up the increase in confusion and wondering into others rooms. DON mentioned the IDT that was the week prior and the conversation about the increased confusion and wondering concerns. DON exited room stating that the meeting was Hostile and inappropriate due to family behavior. Nurse and Social Worker attempted to answer any additional questions but then gave the family time alone to think about what had been said. Social Worker excused self from unit. Social Worker later saw family on Long Term Care and one of the family members did apologize for being hostile at that time. Social Worker explained that we are really just looking out for the best interest of the patient when we make these recommendations. 
",Care Mgmt & Social Work,Social Services - LTC-SNF,No,,
12/17/2024,No,Employee,Other,Abuse/Assault (Physical),  ,Reported to department leader,Action by Patient/Resident; Altered Mental Status; Homelessness/Lack of Housing; Under Influence of Substance(s),  ,,  ,At approximately 1915 / the ED tech asked me to handle a situation with one of our patients in the ED. She stated that while she was drawing the patients' blood that the patient reached over and grabbed her buttocks. I notified security and spoke with the patient about behavior is inappropriate and is considered a physical assault.?,Emergency Department,Emergency Department,  ,,
12/17/2024,Yes,Employee,  ,Alleged Abuse/Assault,  ,Reinstruction of Visitor/Other,Action by Patient/Resident; Substance Abuse/Intoxication,Emotional Distress,,  ,At approximately 1915 / the ED tech asked me to handle a situation with one of our patients in the ED. She stated that while she was drawing the patients' blood that the patient reached over and grabbed her buttocks. I notified security and spoke with the patient about behavior is inappropriate and is considered a physical assault. ,Emergency Department,Emergency Department,  ,,
12/14/2024,Yes,Employee,Registered Nurse,Abuse/Assault (Physical),  ,Chemical Restraint/Medication administered; De-escalation techniques,Action by Patient/Resident,Pain,"Right back, right flank, right shoulder, right arm",  ,"I was attempting to enter the room of a psych patient to administer medications. Patient was being uncooperative prior to me entering the room. Security had been called to help calm the patient as he was threatening to hit staff. Upon my entering the room, the patient lept towards the door and slammed it shut. The security guard and myself were both in the doorway when patient did this, which resulted in myself being crushed between the security guard and the door frame.?",Emergency Department,Emergency Department,  ,,
12/16/2024,No,"Affiliate (contracted staff, student)",  ,Alleged Abuse/Assault,  ,Other,Action by Patient/Resident; Loss of Temper,  ,,  ,On the above date at approximately 1515 hours I was assisting in patient observation room 8  . PT demeanor started escalating in aggression and was attempting to slam his room door on Security Officer  . Officer Jacob   blocked the door from slamming. PT attempted to slam the door several more and Officer  and I both stopped the door from slamming. Officer   and I placed PT in a MOAB hold on his bed at approximately 1515 hours. At 1516 hours I activated my strongline badge for assistance. Several staff members and Security Officer 2 arrived.  Officer 2 assisted Officer 1 and I in placing PT in his bed. PT's nurse   advised to release PT from MOAB hold and they will place him in seclusion. At approximately 1517 hours PT was released from the MOAB hold. At 1518 hours I contacted Medcom via handheld radio and informed them the strongline incident was resolved. No further information no further action taken.    ,Emergency Department,Emergency Department,  ,,
12/8/2024,Yes,Employee,Registered Nurse,Abuse/Assault (Verbal),  ,De-escalation techniques,Communication Failure; Patient - Lack of Understanding,Other,crying in the nursing station because of pts dismissive behavior which this writter? could not understand why the pt was so angry at her?,  ,12082024 1430pt verbally abusive using loud pressured voice and waving arms at nurse when all nurse? was trying to do was to get the pt to ambulate after surgery as what was ordered by the md also the nurse needed to do colostomy teaching with the pt pt was very dismissive with his conversations with this nurse he told her that the nurse ' set him off' because she didn't pull his socks up all the way up he also said she offended him when she asked to see his buttocks as part of nursing assessment rn explained what was involved with assessment he said he got mad because he did try to show the nurse his butt about 10 min later but this rn was giving med and was looking at the computer she told him to sit back down he said that made him mad that this rn would not look at his buttocks when he offered it to be seen he said that being asked to walk several times made him mad as well he said 'when im ready i will call the cna'pt raising his voice at the nurse during two conversations that included the above info he would make hand motions at this nurse as if waving her in the direction of the door dr britton aware pt refusing to walk and also refuse to allow rn to teaching him re colostomy this rn concerned re the loud harsh tone and confrontational manner in which he spoke to the nurse? rn continued to take care of the pt as only one other nurse on shift with her? but stopped asking him to ambulate and try not to get too close to this pt for concern he may get aggressive in a physical way pt allowed meds and iv med s to be given but refuses any colostomy teaching it was decided with the nursing supervisor jillian champion that the care of the pt for the next day would go to some one else laura jewel this rn did help gather appropriate supplies and teaching material for the pt to facilitate disharge? today??,Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/21/2024,Yes,"Affiliate (contracted staff, student)",  ,Alleged Abuse/Assault,  ,Installation of Guard/Safety Device,Agitated; Cognitive Impairment; Confused/Disoriented,Emotional Distress; Pain,"Lower Right Arm,?",  ,"I and 2 other staff members tried helping pt to bed due to patient being unsteady and uncooperative with staff trying to reorient pt. Pt started stumbling and becoming agitated and started to threaten physical harm to multiple staff members, and then started becoming physically combative, pushing staff, grabbing and squeezing staff members limbs, swinging his arms at staff members. We called security to help with calming pt down and helping to get pt to his bed safely.



Around 1am, we had to call security for help again due to pt swing his hands and shoving staff while we tried to help him back to bed after toileting.",Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/14/2024,No,Employee,Nursing Assistant,Abuse/Assault (Physical),  ,Reported to department leader,Altered Mental Status,  ,,  ,I was standing at the foot of the bed by patient and the patient kicked her foot by my face and slightly hit my chin as I was stepping back.?,Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/21/2024,No,"Affiliate (contracted staff, student)",  ,Disorderly Person,  ,Other,Action by Patient/Resident; Agitated; Instructions Disregarded; Loss of Temper; Mental Status/Capacity; Patient - Lack of Compliance/Adherence,  ,,  ,"On 12/21/2024, at approximately 1300 hours, I responded to multiple strong line alerts requesting security assistance proximal to RM#231. At the time, I was at the front desk. I went up the stairs to the location of the alert. Once I exited the staircase, I noticed that the patient from RM#231 was severely escalated and walking down the hallway towards the elevator. I approached the patient, requesting that he return to his room. The patient initially refused, but turned back towards his room when I requested a second time. The patient walked several paces and saw Doctor  The patient escalated further, and moved aggressively toward Doctor . Doctor  appeared to make an evasive maneuver, keeping distance between himself and the patient. I initiated the MOAB Basic Escort Hold on the patient, restricting his movement and escorted him towards RM#231. Officer  followed closely behind both the patient and I. Once in the patient??s room, Officer   and I lowered the patient to the bed. Officer and I then restricted the patient??s movement to the bed. Medical staff, including but not limited to RN, CNA 1, and CNA 2 appeared to apply four-point restraints to the patient??s limbs. Officer and I continued to restrict the patient??s movement to the bed at this time. RN  appeared to give the p",Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/21/2024,No,"Affiliate (contracted staff, student)",  ,Abuse/Assault (Physical),  ,Other,Agitated; Instructions Disregarded; Patient - Lack of Compliance/Adherence,  ,,  ,"On 12/21/2024, at approximately 1700 hours, the patient in RM#231 began to escalate with RN   and CNA  . During this time the patient attempted to leave his bed. Officer   restricted the patient??s movement to the bed during this time. Officer 1   contacted Officer 2  requesting backup via radio at this time. Both Officer 1  and Officer 2  assisted with restricting the patient??s movement. During this time, RN   and CNA   applied four-point restraints to the patient??s four limbs. While CNA   attempted to restrain the patient??s right arm, the patient hit Officer   in the stomach. No injury was sustained during this time. RN   appeared to give the patient an injection during this time. No further information, and no further action taken.",Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/15/2024,No,Employee,Nursing Assistant,Abuse/Assault (Physical),  ,De-escalation techniques; Reported to department leader; Safety Alert Button Activated,Altered Mental Status,  ,,  ,Patient squeezed my right wrist and also scratch my left one .,Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/16/2024,Yes,Employee,Registered Nurse,Abuse/Assault (Physical),  ,Reported to department leader; Safety Alert Button Activated; Treatment Provided,Altered Mental Status,Bruise/Contusion; Puncture,left lower arm lateral under side of arm?,  ,pt was getting agitated and this rn was trying to give the pt medication by mouth when he grabbed my left lower arm and dug his fingernails into my arm?,Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/21/2024,No,Employee,Registered Nurse,Abuse/Assault (Physical),  ,De-escalation techniques,Altered Mental Status,  ,,  ,pt? trying to get his legs over the side rail when this RN tried to redirect the pt he kicked this rn in the right boob and grabbed this rn s right wrist and twisted md came in to assess the pt and pt tried to hit md with his fist but he moved out of the way quick enough? ?md ordered ativan 1mg iv?,Patient Unit - Medical/Surgical,Medical Surgical Unit,  ,,
12/6/2024,No,Employee,  ,Threat of Violence,  ,Reported to department leader,Action by Patient/Resident; Organization - Procedures Not Followed; Organization - Unclear or Ambiguous Policies and Procedures; Patient - Lack of Compliance/Adherence,  ,,  ,"PT presented to SVH yesterday and his behavior escalated to the point of police having to get called and involved as explained in separate RL placed yesterday. He had a verbal no trespassing order placed and security and all Central Reg members employed during that day including the manager and supervisor were told by PD that if he comes back again to call 911 and have police come to escort him out and place a written no trespassing order if he was causing trouble and not presenting for the emergency room. PT presented back to SVH today to pay a bill for his primary care visit and when central reg immediately notified security of him walking up to the building security, who is well aware of the situation and what the circumstances are,   security stopped the patient and asked if he had an appointment and he said he was here to pay a bill so then he was directed over to the registration desk to pay the bill. He then sat down and made multiple remarks threatening the facility and staff and was trying to get everyone ""riled up"" as he said. He also made remarks saying he was going to, ""take security out to the parking lot and have some fun"". He paid his bill and then proceeded to get up and yell in securities face. Security member   told a Central Reg member not to call PD. Security also said, ""If you felt threatened by that gentleman you should have left your desk or shut your window so I know your in danger because I cant always hear at my desk"". This gentleman was already threatening in the past and was not even supposed to be allowed on the premises unless it was for the emergency room so it was expected that security be with this gentleman during this encounter for safety reasons. The gentleman then proceeded to exit the building audibly laughing and then gave the middle finger towards the hospital all the way to his car. He then left the parking lot laying on the horn the entire time. PD was never called so at this time he is still under a verbal no trespassing order. Multiple central reg members felt threatened by the gentleman and did not appreciate him being allowed into the building and not having security with him and watching him during the encounter. One member even left early due to feeling extremely anxious and upset about this gentleman.","Patient Services (Call Center, Registration, Scheduling, Billing)",Patient Access Management,  ,,
12/5/2024,No,Employee,MEDICAL ASSISTANT II,Abuse/Assault (Verbal),Harassment,No Action,Agitated,  ,,  ,"Addendum by  CMA, AAMA,  on December 05, 2024 16:48:22 EST
I spoke with Dr. and he stated he cannot prescribe him methadone and he hasn't seen him since February. Dr.  stated pt. is paraplegic and he can call 911. I called pt. to let him know Dr.   would not be prescribing methadone he started yelling at me saying ""what the Fuck good is he if he can't give me anything, he's my provider and he won't give me any, I'm gonna kill somebody and I fucking mean it too I'm gonna go out and do it."" I asked that he stop yelling at me and I tried explaining to him that he hasn't been seen since February and when was the last time he took his methadone. ""he said this morning cause my ride cancelled and your telling me he isn't gonna send any in, that who knows if i can get it tomorrow, FUCK YOU! FUCK YOU! YOU FUCKING CUNT! then pt. hung up.

I called coworker whom asked that I reach out to  rep and have her call him which I did. Rep suggested that I contact the police to do a welfare check on the pt due to the threats, spoke with co worker and she agreed.

I called Piscataquis County Sheriff's office at 207-564-3304 and spoke with Deputy Eric, let him know a pt was irate and made threats on killing random people for not getting what he wanted. Gave name and address to Eric and he said he will send somebody out there to do a welfare check on him.",Outpt Practice - Primary Care & Walk-in,RHC - Newport,  ,,
12/31/2024,Yes,"Affiliate (contracted staff, student)",  ,Alleged Abuse/Assault,  ,No Action,Action by Patient/Resident; Agitated; Loss of Temper; Patient - To Be Determined,Emotional Distress; Hypertension,,  ,"Phone call placed to patient. Patient notified that he has no showed 3 visits in the last 2 months, needs to be seen prior to refill. I explained to him that he needs to be seen prior to any further refills. Patient states that this is ""fucking stupid"". I let him know that the language was not appropriate and if it continued that I would have to disconnect the call. Patient verbalized understanding ""Yes Ma'am"". I offered him 3 different appointments on the week of 1/13 with   DNP. Patient states to book all of them, I let him know I was not going to book him 3 visits in one week and he needed to chose one (offered 1/13 5pm, 1/14 4pm, and 1/15 3pm). Patient proceeded to say that we keep messing up his appointments and that he shows up and is told that he doesn't have an appointment that day and the woman at the desk told 3-4 other ""old people"" . He then proceeded to call me a ""Fucking stupid cunt"" I told him that I was disconnecting the call. 

",Outpt Practice - Primary Care & Walk-in,RHC - Newport,  ,,
12/2/2024,No,Employee,PATIENT SERVICE REPRESENTATIVE,Abuse/Assault (Verbal),Harassment,Reported to department leader,Action by Patient/Resident,  ,,None ?C No emotional and/or psychological impact,"Patient  was scheduled for a hospital followup appointment with Provider on 11/29. Patient had a message sent to FPIM that she needed to reschedule due to having a flat tire. PSR tried to call on 11/29 but had no answer and left a message. PSR called again on 12/2/2024 and no answer. PSR called again on 12/2/2024 and spoke with patient. PSR checked all provider schedules and there was nothing available in our clinic until 1/13/2024. Patient became escalated and yelled at the PSR that this was not okay and she needs to be seen in 5-7 days. The PSR told the patient she would put her on a cancelation list and keep an eye on all schedules for an opening. Patient told PSR ""take those appointments and shove them up her a**"" Patient then hung up on patient.?

PSR then went to Practice Specialist, who then called patient and explained expectations on treatment of staff and how treating staff poorly would not be tolerated, referencing the time she threw her medication at the staff through checkin window. Supervisor then scheduled patient for a hospital followup with locum on 12/13/2024.?

Manager spoke with PSR about this situation and what was offered. PSR states she checked all schedules. Manager asked about offering Caribou or FF and the PSR states she did not think to even offer the locum because of all the yelling the patient was doing.?",Outpt Practice - Primary Care & Walk-in,Primary Care - North St PI,  ,,
12/29/2024,Yes,Employee,Nursing Assistant,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull,De-escalation techniques; Reported to department leader,Action by Patient/Resident; Altered Mental Status,Inflammation,Right forearm.,None ?C No emotional and/or psychological impact,"While assisting to get resident out of bed, resident was trying to pull the curtain down and I asked resident to not pull-on curtain because it may fall down. Resident scratched CNA's right forearm and stated, ""I'm going to fucking kill you"". CNA maintained routine with assistance from CNA and got resident up and dressed, with no further incident towards writer CNA.?",Patient Unit - Rehab/SNF/LTC/Swing,Long Term Care Unit,No,,
1/12/2025,No,Employee,Other,Abuse/Assault (Physical),inappropriate touching,Reported to department leader,Patient - Lack of Compliance/Adherence,Inappropriate touching,buttocks,  ,A patient was seen touching a staff member on the butt. The patient was redirect by her 1:1,Patient Unit - Psych/Behavioral Health,Cadillac 2 North,No,No,No
1/14/2025,Unknown,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Verbal),  ,Patient Behavior Safety Flag/Care Plan initiated,Action by Patient/Resident; Altered Mental Status; Patient - Lack of Understanding,,,  ,Patient in 201 had a significant early this morning where he was yelling at a male staff member with hate speech.?,Patient Unit - Psych/Behavioral Health,Cadillac 2 South,,  ,
1/14/2025,No,Employee,INPATIENT COORDINATOR,Abuse/Assault (Verbal),Harassment; Posturing,De-escalation techniques,Action by Patient/Resident; Communication Failure,  ,,  ,"It was reported that on the afternoon outdoor walk EE was grabbed in the crotch by a patient.
1/16/25 update - per statement from employee, patient did not touch him. Patient attempted to grab his genitals, but employee was able to keep his distance and move back before patient could make contact.",Grounds & Common Areas,Grounds & Common Areas (Outside),,  ,
1/4/2025,Unknown,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Physical Restraints utilized; Reported to department leader; Safety Alert Button Activated; Treatment Provided,Action by Patient/Resident; Task - Inexperienced Staff,  ,,  ,"this patient was escalated due to a game of monopoly. When staff attempted to process with/see if patient was ok or needed anything, Patient became combative and punched staff in Right arm once. After that additional staff was able to step in and get the assaulted staff out of the group room. (staff).?


after patient assaulted first staff, patient was given space and was seen sitting under the table and then began self harming with a monopoly piece. At this point staff asked patient to stop and be safe. Patient ended up standing up and walking towards second staff. Patient then punched second staff in Left arm several times and only stopped when restraint was initiated. (staff Adrian)?

",Patient Unit - Psych/Behavioral Health,Katahdin 1 South,,  ,
1/15/2025,No,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,De-escalation techniques; Reported to department leader,Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding,  ,,  ,Patient continued to show poor boundaries with me all day and inappropriately touched me? several times throughout the day. He received several redirections from both myself and other staff and was told to stop and listened only once at the end of the day.?,Patient Unit - Psych/Behavioral Health,Katahdin 2 North,,  ,
1/5/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,No Action,Action by Patient/Resident,Abrasion,Right temple,  ,"Cart was brought onto unit with two liter soda bottles and pt ran to grab one while cart was in the hallway. Pt grabbed ahold of one and started to run down the hall with it. I stood in the way, not allowing pt to continue. I got ahold of the bottle, asking pt if he would like to bring it back to the cart with me. Pt grabbed onto the bottle and tugged on it. The bottle fell out of both of our hands and went flying in the air. The top of the bottle hit my right temple, immediately forming a hematoma.",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/5/2025,Yes,Employee,RESOURCE TECHNICIAN,Abuse/Assault (Physical),  ,No Action,Action by Patient/Resident,Other,Right knee?,  ,During an escalation/escort a patient kicked this writers right knee?,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/15/2025,Unknown,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating; Posturing,No Action,Action by Patient/Resident; Agitated; Willful Misconduct,  ,,3 staff affected,"PT punched psych tech in the back, then advanced towards a psych tech (2) and nurse threatening to punch them",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/15/2025,Yes,Employee,REGISTERED NURSE I- PSYCH,Abuse/Assault (Physical),Spitting,Physical Restraints utilized; Treatment Provided,Action by Patient/Resident,Exposure - Body Fluids,eyes/face/mouth/nose,  ,Patient spit in staff's face and eye during a restraint.?,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/3/2025,No,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull,No Action,Action by Patient/Resident; Agitated,  ,,  ,"pt squirted hand sanitizer in my eye, i was about 3-4 ft away grabbing the utensils that were left out due to pt eying them. pt also scratched me during restraint",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/12/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),  ,No Action,Action by Patient/Resident,Pain,Top of head,  ,"While helping patient settle in for bed time, staff was bent over to reach for a blanket on the floor next to patient's bedside. Patient was laying in bed at this time and reached over and slapped this staff in the head with an open hand. Patient immediately apologized and staff kept distance thereafter.?",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/5/2025,Yes,Employee,REGISTERED NURSE II- PSYCH,Abuse/Assault (Physical),  ,Treatment Provided,Action by Patient/Resident,Pain,Genitals,  ,"While patient was being escorted to seclusion, he kicked this nurse in the genitals",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,  ,
1/8/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Posturing,Reported to department leader,Patient - Lack of Compliance/Adherence,Other,I wasn't injured. Almost but I wasn't hurt,  ,"I was doing rounds when a patient came out of his room and I asked him to lower his volume. He started calling me a ""queer"" and a ""fucking queer"". He was screaming it down the hallway and when he came back into the main hallway. I told him to stop calling me that and to lower his voice. He postured, went to hit me but instead he threw his water on me.?",Patient Unit - Psych/Behavioral Health,Cadillac 2 South,No,  ,
1/3/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull,Unknown,Patient - None,Abrasion,Neck,  ,"During restraint with patient, when brining patient into wrap, patient got loose and started attacking me and scratched my neck.?",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,  ,
1/4/2025,Yes,Employee,Patient Care Assistant,Abuse/Assault (Physical),Kicking/Hitting/Beating,No Action,Patient - Lack of Understanding,Pain,Left Leg?,  ,Kicked twice by Patient during walk to seclusion.?,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,  ,
1/8/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Reported to department leader,Lack of/Inadequate Training; Staff - Proficiency Issue; Task - Inexperienced Staff; Task - Training Issue,Pain,,  ,Patient punched tech repeatedly in the face on the right side,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,No,  ,
1/2/2025,Yes,Employee,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Seclusion of Patient,Action by Patient/Resident; Organization - Unclear or Ambiguous Policies and Procedures; Patient - Lack of Compliance/Adherence; Staff - Use of Float Staff; Team - Communication Problem,Bruise/Contusion,Left shin,  ,"While in an escort hold, patient kicked back and kicked this staff's left shin area multiple times. This staff asked to be replaced a moment later.",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,NO,  ,
1/12/2025,Yes,Employee,REGISTERED NURSE II- PSYCH,Abuse/Assault (Physical),Biting,Reported to department leader; Treatment Provided,Action by Patient/Resident,Bite - Human,Right middle finger between the knuckle and the first joint.,  ,"Employee was bitten during a restraint. He was wearing gloves, but the bite went through the gloves and broke the skin. The patient had previously bitten his tongue, so his own blood was in his mouth at the time. Area was cleaned with betadine and flushed with water and the employee was sent to the ED for follow-up per policy.",Patient Unit - Psych/Behavioral Health,Cadillac 2 North,,  , 
1/13/2025,Yes,Employee,REGISTERED NURSE II- PSYCH,Abuse/Assault (Physical),Kicking/Hitting/Beating,Home Rest; Seclusion of Patient,Action by Patient/Resident,Emotional Distress; Head Injury,"Head injury

",  ,"Patient was escalating threw milk at staff, got into peers' personal space, tried to go into their bedrooms, and he agreed to go to seclusion. As soon as he got out of his bedroom, he charged at me, hit me. He hit my head (on the right side of my head) several times, he hit my chest multiple times, and he kicked me several times on his way to seclusion.?",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,Yes,  , 
