Event Date,Facility Type,Department/Office Incident Took Place,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Contributing Factors,Severity of Assault,Primary Assault Description,Assault Description,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Split Roles,General Role,General Violence_Category,General Location,General Advanced Location,General Severity Category,General Severity Numerical,General Emotional Numerical
9/16/2024,Other,,,Inpatient,Physical,,,Hit w/ Fist,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,Physical Violence,Other,Other,Unknown,,
9/6/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,BC,,,Inpatient,Physical,,Moderate,Scratched,,None,Other (please specify),Seclusion,,,Physical Violence,BC,Clinical Unit,Moderate,2.0,0.0
9/17/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,Other,,,Outpatient,Verbal,,,Racial / Cultural Comments,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,BC,,,Inpatient,Physical,,Mild,Bitten,,Mild,Other (please specify),Called Code Gray; Mechanical Restraint; Notified Clinical Physician Resources; Physical Hold,,,Physical Violence,BC,Clinical Unit,Mild,1.0,1.0
9/17/2024,Other,,Administration/Support Services,Outpatient,Verbal,,,Screaming or Yelling; Unwelcome or Offensive Language/Gestures,,,,Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,Other,,Administration/Support Services,Outpatient,Verbal,N/A or Unknown,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
9/18/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
9/18/2024,BC,,,Inpatient,Physical,,,Bitten; Hit w/ Fist; Pushed,,,,Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Clinical Physician Resources; Notified Security; Physical Hold,,,Physical Violence,BC,Clinical Unit,Unknown,,
9/18/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Physical,,,Grabbed; masturbation,,,,Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
9/16/2024,Other,,,Outpatient,Verbal,,,Unwelcome or Offensive Language/Gestures,,,,Behavioral Expectations Reviewed,,,Verbal Abuse,Other,Other,Unknown,,
9/19/2024,Other,,,Outpatient,Verbal,,,Intimidation; Screaming or Yelling,,,,,,,Verbal Abuse,Other,Other,Unknown,,
9/20/2024,Other,,,Inpatient,Physical,,,"attempt to hit with fist, was able to dodge; Hit w/ Fist",,,,Notified Clinical Physician Resources,,,Physical Violence,Other,Other,Unknown,,
9/19/2024,ED,,,Outpatient,Physical,,,Hit w/ Fist,,,,De-escalation Techniques Utilized,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
9/19/2024,Other,,,Outpatient,Written/Digital,,,"Profane, Lewd or Aggressive Language; Stalking or Terrorizing; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,,,Written/Digital,Other,Other,Unknown,,
9/18/2024,Other,,,Other,Physical,,Other,bed,,None,Urgent Care,Notified Supervisor,,,Physical Violence,Other,Other,Other,,0.0
9/12/2024,Other,,,Visitor,Verbal,,,Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,Other,,,Outpatient,Written/Digital,,,Intimidation,,,,Notified Supervisor,,,Written/Digital,Other,Other,Unknown,,
9/20/2024,Other,,,Outpatient,Verbal,,,Intimidation,,,,Behavioral Expectations Reviewed,,,Verbal Abuse,Other,Other,Unknown,,
9/17/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,,,"Intimidation; Threat of Violence; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
9/20/2024,ED,,,Other,Verbal,,,"Profane, Lewd or Aggressive Language; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
9/21/2024,Other,,,Inpatient,Physical,,Moderate,Grabbed,,Mild,Other (please specify),De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Moderate,2.0,1.0
9/22/2024,BC,,,Inpatient,Physical,,Mild,Assault w/ Bodily Fluids; Grabbed; kneed,,Mild,Other (please specify),Called Code Gray; Physical Hold,,,Physical Violence,BC,Clinical Unit,Mild,1.0,1.0
9/21/2024,BC,,,Inpatient,Physical,,Mild,Hit w/ Fist,,Moderate,Other (please specify),Called 911; Called Code Gray; Notified Supervisor,,,Physical Violence,BC,Clinical Unit,Mild,1.0,2.0
9/21/2024,BC,,,Inpatient,Physical,,Other,spitting,,Moderate,Other (please specify),Called 911; Called Code Gray; Notified Supervisor; Physical Hold,,,Physical Violence,BC,Clinical Unit,Other,,2.0
9/22/2024,Other,,,Inpatient,Physical,,,Aggression Toward an Inanimate Object; Assault w/ Bodily Fluids; Threat of Violence,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Unknown,,
9/22/2024,BC,,,Inpatient,Physical,,Mild,Grabbed; Hair Pulling; Hit w/ Fist; Intimidation; Kicked; Pushed; Scratched; Slapped; Threat of Violence; Unwelcome or Offensive Touching,,Severe,Other (please specify),Called 911; Called Code Gray; Mechanical Restraint; Physical Hold,,,Physical Violence,BC,Clinical Unit,Mild,1.0,3.0
9/22/2024,BC,,Other,Inpatient,Physical,,,"Bitten; Exposure- Bodily Fluids, Head injury, spit on; Hit w/ Fist; Kicked; Scratched; Slapped",,,,,Other,Other,Physical Violence,BC,Clinical Unit,Unknown,,
9/22/2024,SCU,,,Inpatient,Physical,,,Assault w/ Bodily Fluids,,,,Notified Supervisor,,,Physical Violence,Special Care Unit,Clinical Unit,Unknown,,
9/22/2024,Other,,,Inpatient,Verbal,,,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/22/2024,Other,,,Resident (LTC),Physical,,Moderate,Hit w/ Fist,,Mild,,Notified Supervisor,,,Physical Violence,Other,Other,Moderate,2.0,1.0
9/22/2024,Other,,,Resident (LTC),Physical,,,Hit w/ Fist,,,,Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
9/22/2024,ED,,,Outpatient,Physical,,,Threat of Violence,,,,Called 911; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold; Seclusion,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
9/20/2024,Other,,,Outpatient,Written/Digital,,,Unwelcome or Offensive Language/Gestures,,,,Behavioral Expectations Reviewed,,,Written/Digital,Other,Other,Unknown,,
9/21/2024,ED,,,Other,Verbal,,,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
9/23/2024,ED,,,Outpatient,Written/Digital,,,Stalking or Terrorizing,,,,Notified Supervisor,,,Written/Digital,ED/ER,Clinical Unit,Unknown,,
9/23/2024,Other,,,Inpatient,Physical,,,Grabbed; Scratched; Slapped,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
9/24/2024,SCU,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,N/A or Unknown,,Grabbed,,,,Chemical Restraint; Notified Supervisor; Physical Hold,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Special Care Unit,Clinical Unit,Unknown,,
9/24/2024,SCU,,,Inpatient,Physical,,Other,Grabbed,,Moderate,ED,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Mechanical Restraint; Notified Supervisor,,,Physical Violence,Special Care Unit,Clinical Unit,Other,,2.0
9/24/2024,Med/Surg/Inpatient,,,Inpatient,Physical,,,Threat of Violence,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
9/24/2024,Other,,,Outpatient,Verbal,,,Screaming or Yelling,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/24/2024,Other,,,Inpatient,Physical,,,Unwelcome or Offensive Language/Gestures,,,,Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
9/24/2024,Other,,,Outpatient,Verbal,,,Intimidation; Screaming or Yelling; Threat of Violence,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
9/24/2024,Other,,Administration/Support Services,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
9/25/2024,ED,,,Other,Verbal,,,"Gender / Sexist Comments; Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Called 911; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
9/25/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Physical,,,Unwelcome or Offensive Touching,,,,Behavioral Expectations Reviewed; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Unknown,,
9/20/2024,Other,,Physician/APP,Outpatient,Written/Digital,N/A or Unknown,,Gender / Sexist Comments; Intimidation; Racial / Cultural Comments,,,,Notified Supervisor,Physician/APP,Physician/APP,Written/Digital,Other,Other,Unknown,,
9/12/2024,Other,,,Visitor,Verbal,,,between mom/dad; Screaming or Yelling,,,,Notified Security,,,Verbal Abuse,Other,Other,Unknown,,
9/25/2024,Other,,,Outpatient,Physical,,Mild,Bitten,,None,Other (please specify),Behavioral Expectations Reviewed,,,Physical Violence,Other,Other,Mild,1.0,0.0
9/25/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
9/25/2024,Other,,Allied Health/Technologist,Outpatient,Physical,,,Hit w/ Fist,,,,De-escalation Techniques Utilized,Allied Health/Technologist,Allied Health,Physical Violence,Other,Other,Unknown,,
9/26/2024,Other,,Allied Health/Technologist,Inpatient,Physical,,,Grabbed; Unwelcome or Offensive Touching,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,Allied Health/Technologist,Allied Health,Physical Violence,Other,Other,Unknown,,
9/26/2024,Other,,,Resident (LTC),Verbal,,,Screaming or Yelling,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
9/27/2024,Other,,,Inpatient,Verbal,,,Intimidation; Screaming or Yelling; Unwelcome or Offensive Language/Gestures,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/27/2024,ED,,,Outpatient,Physical,,Mild,Hit w/ Object,,Mild,ED,Mechanical Restraint; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Mild,1.0,1.0
9/27/2024,ED,,,Inpatient,Physical,,Moderate,Scratched,,None,ED,Chemical Restraint; Mechanical Restraint; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Moderate,2.0,0.0
9/18/2024,Other,,Allied Health/Technologist,Outpatient,Physical,,,Grabbed; Offensive sexual verbal interaction ; Unwelcome or Offensive Touching,,,,,Allied Health/Technologist,Allied Health,Physical Violence,Other,Other,Unknown,,
9/25/2024,Other,,,Outpatient,Written/Digital,,,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,Written/Digital,Other,Other,Unknown,,
9/27/2024,Other,,,Inpatient,Property Damage/Vandalism,,,Screaming and threatening,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,Property Damage,Other,Other,Unknown,,
9/27/2024,Other,,,Visitor,Verbal,,,verbal abuse,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
9/24/2024,Other,,,Resident (LTC),Verbal,,,"Profane, Lewd or Aggressive Language",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/29/2024,Other,,Allied Health/Technologist,Inpatient,Physical,,,Unwelcome or Offensive Touching,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,Allied Health/Technologist,Allied Health,Physical Violence,Other,Other,Unknown,,
9/29/2024,Other,,,Resident (LTC),Physical,,,Assault w/ Bodily Fluids,,,,Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
9/24/2024,Other,,Other,Outpatient,Verbal,N/A or Unknown,,Intimidation; Threat of Violence,,,,De-escalation Techniques Utilized; Notified Supervisor,Other,Other,Verbal Abuse,Other,Other,Unknown,,
9/30/2024,Other,,Allied Health/Technologist,Outpatient,Verbal,N/A or Unknown,,Intimidation; Screaming or Yelling,,,,De-escalation Techniques Utilized; Notified Supervisor,Allied Health/Technologist,Allied Health,Verbal Abuse,Other,Other,Unknown,,
9/26/2024,Other,,Physician/APP,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,,Physician/APP,Physician/APP,Verbal Abuse,Other,Other,Unknown,,
10/1/2024,Other,,,Outpatient,Verbal,,,Intimidation; Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/1/2024,ED,,,Other,Physical,,Severe,Hit w/ Fist,,None,ED,De-escalation Techniques Utilized; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,0.0
9/20/2024,Other,,,Inpatient,Verbal,N/A or Unknown,,Gender / Sexist Comments; Unwelcome or Offensive Language/Gestures,,,,Behavioral Expectations Reviewed,,,Verbal Abuse,Other,Other,Unknown,,
9/28/2024,Other,,,Inpatient,Physical,N/A or Unknown,,attemptted to kiss; Grabbed; Unwelcome or Offensive Touching,,,,Behavioral Expectations Reviewed,,,Physical Violence,Other,Other,Unknown,,
10/1/2024,Other,,,Outpatient,Physical,,Moderate,Grabbed,,None,Other (please specify),Behavioral Expectations Reviewed,,,Physical Violence,Other,Other,Moderate,2.0,0.0
10/1/2024,Other,,,Resident (LTC),Verbal,,,Getting into staff's vehicle without consent,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/2/2024,Other,,,Other,Physical,,Other,no violence,,Moderate,Other (please specify),Notified Supervisor,,,Physical Violence,Other,Other,Other,,2.0
10/2/2024,Other,,,Outpatient,Verbal,,,Intimidation; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures,,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources,,,Verbal Abuse,Other,Other,Unknown,,
10/2/2024,Other,,,Inpatient,Verbal,N/A or Unknown,,Screaming or Yelling,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/2/2024,Med/Surg/Inpatient,,,Inpatient,Verbal,N/A or Unknown,,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Security; Notified Supervisor,,,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/2/2024,ED,,Allied Health/Technologist,Inpatient,Physical,,,Hair Pulling,,,,De-escalation Techniques Utilized; Notified Security; Notified Supervisor; Physical Hold,Allied Health/Technologist,Allied Health,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/2/2024,ED,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,,,Slapped,,,,De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor; Physical Hold,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/3/2024,Other,,Physician/APP,Outpatient,Verbal,N/A or Unknown,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Notified Supervisor,Physician/APP,Physician/APP,Verbal Abuse,Other,Other,Unknown,,
10/3/2024,ED,,,Visitor,Written/Digital,,,Intimidation; Racial / Cultural Comments; Threat of Violence; Unwelcome or Offensive Language/Gestures,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Written/Digital,ED/ER,Clinical Unit,Unknown,,
10/3/2024,Other,,Allied Health/Technologist,Outpatient,Verbal,,,Intimidation; Racial / Cultural Comments,,,,De-escalation Techniques Utilized; Notified Supervisor,Allied Health/Technologist,Allied Health,Verbal Abuse,Other,Other,Unknown,,
10/3/2024,Other,,"Nurse (RN, LPN, LNA)",Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,"Nurse (RN, LPN, LNA)",Nurse,Verbal Abuse,Other,Other,Unknown,,
10/3/2024,Other,,,Outpatient,Verbal,,,he did not raise his voice but he had this very scary way of speaking; Intimidation,,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/4/2024,Other,,,Other,Property Damage/Vandalism,,,Aggression Toward an Inanimate Object,,,,Notified Supervisor,,,Property Damage,Other,Other,Unknown,,
10/4/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/3/2024,Other,,,Visitor,Verbal,,,Intimidation; Screaming or Yelling; Unwelcome or Offensive Language/Gestures,,,,Called 911; De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/4/2024,ED,,,Outpatient,Verbal,,,"Gender / Sexist Comments; Profane, Lewd or Aggressive Language; Racial / Cultural Comments; Screaming or Yelling; Threat of Violence",,,,De-escalation Techniques Utilized,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/4/2024,Other,,,Outpatient,Verbal,,,Threat of Violence,,,,Behavioral Expectations Reviewed; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/3/2024,Other,,,Inpatient,Physical,,,Bitten; Hit w/ Fist; Kicked,,,,Behavioral Expectations Reviewed; Called Code Gray; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor; Physical Hold,,,Physical Violence,Other,Other,Unknown,,
10/4/2024,ED,,,Inpatient,Verbal,,,"Intimidation; name calling; Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence; Unwelcome or Offensive Language/Gestures",,,,Behavioral Expectations Reviewed; Called 911; De-escalation Techniques Utilized; Notified Clinical Physician Resources; Notified Security; Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/5/2024,BC,,,Inpatient,Physical,,Mild,Hit w/ Fist,,Mild,,De-escalation Techniques Utilized,,,Physical Violence,BC,Clinical Unit,Mild,1.0,1.0
10/5/2024,Other,,,Inpatient,Physical,,,Hit w/ Fist; Kicked; Scratched,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
10/6/2024,ED,,,Outpatient,Verbal,N/A or Unknown,,"Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/6/2024,Other,,,Other,Physical,,,Almost hit w/ object,,,,De-escalation Techniques Utilized,,,Physical Violence,Other,Other,Unknown,,
10/7/2024,SCU,,,Inpatient,Physical,,,Assault w/ Bodily Fluids; Kicked,,,,Behavioral Expectations Reviewed; Called Code Gray; Chemical Restraint; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Notified Supervisor,,,Physical Violence,Special Care Unit,Clinical Unit,Unknown,,
9/16/2024,Other,,Physician/APP,Outpatient,Physical,,,Carrying weapons against policy; Intimidation,,,,De-escalation Techniques Utilized; Notified Supervisor,Physician/APP,Physician/APP,Physical Violence,Other,Other,Unknown,,
10/3/2024,Other,,,Outpatient,Verbal,,,Unwelcome or Offensive Language/Gestures,,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/7/2024,Other,,,Outpatient,Verbal,,,"Agitated voice, agressive",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/7/2024,Other,,,Other,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/8/2024,ED,,,Outpatient,Verbal,,Severe,Screaming or Yelling; Threat of Violence,,None,ED,Called 911; De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Physical Hold,,,Verbal Abuse,ED/ER,Clinical Unit,Severe,3.0,0.0
10/8/2024,ED,,,Inpatient,Physical,,,Assault w/ Bodily Fluids,,,,Chemical Restraint; De-escalation Techniques Utilized; Physical Hold,,,Physical Violence,ED/ER,Clinical Unit,Unknown,,
10/8/2024,ED,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Threat of Violence",,None,ED,Physical Hold,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,0.0
10/8/2024,ED,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Threat of Violence",,,,Called 911; Notified Security,,,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
10/7/2024,Other,,Physician/APP,Visitor,Verbal,N/A or Unknown,,Intimidation,,,,De-escalation Techniques Utilized; Notified Supervisor,Physician/APP,Physician/APP,Verbal Abuse,Other,Other,Unknown,,
10/7/2024,Other,,"Nurse (RN, LPN, LNA)",Inpatient,Physical,,Severe,Grabbed; Hit w/ Fist; Kicked; Pushed; Slapped,,Moderate,Other (please specify),Physical Hold,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,Other,Other,Severe,3.0,2.0
10/9/2024,ED,,"Nurse (RN, LPN, LNA)",Outpatient,Physical,sent from nursing home due to aggression with roommate. Facility will only take patient back when able to provide a private room. ,,Hit w/ Fist; Scratched,,,,De-escalation Techniques Utilized; Mechanical Restraint; Notified Security; Physical Hold,"Nurse (RN, LPN, LNA)",Nurse,Physical Violence,ED/ER,Clinical Unit,Unknown,,
9/29/2024,Med/Surg/Inpatient,,,Inpatient,Verbal,,,"Profane, Lewd or Aggressive Language",,,,Notified Supervisor,,,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/7/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/4/2024,Other,,,,Unknown,,,,,,,,,,Unknown,Other,Other,Unknown,,
10/10/2024,BC,,,Inpatient,Physical,,,Hit w/ Fist,,,,Called Code Gray; Mechanical Restraint; Physical Hold,,,Physical Violence,BC,Clinical Unit,Unknown,,
10/9/2024,Other,,Administration/Support Services,Visitor,Verbal,Ambulatory Practice - Late Policy,,Intimidation,,,,De-escalation Techniques Utilized; Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
10/10/2024,Other,,,Resident (LTC),Verbal,,,"Profane, Lewd or Aggressive Language; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/10/2024,Other,,Allied Health/Technologist,Outpatient,Verbal,N/A or Unknown,,Intimidation,,,,Notified Clinical Physician Resources; Notified Supervisor,Allied Health/Technologist,Allied Health,Verbal Abuse,Other,Other,Unknown,,
10/10/2024,Other,,,Outpatient,Written/Digital,,,"Intimidation; Profane, Lewd or Aggressive Language; Stalking or Terrorizing; Slander/defamation of character with other medical provider offices, as documented in medical record",,,,Behavioral Expectations Reviewed; Notified Supervisor,,,Written/Digital,Other,Other,Unknown,,
10/10/2024,Other,,,Outpatient,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language",,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
10/11/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language; Screaming or Yelling; Unwelcome or Offensive Language/Gestures",,,,De-escalation Techniques Utilized,,,Verbal Abuse,Other,Other,Unknown,,
10/11/2024,Other,,,Inpatient,Physical,,,Bitten; Grabbed; Kicked; Scratched,,,,De-escalation Techniques Utilized; Notified Supervisor,,,Physical Violence,Other,Other,Unknown,,
10/11/2024,Other,,,Other,Verbal,,,"Intimidation; Profane, Lewd or Aggressive Language; Screaming or Yelling",,,,Notified Supervisor,,,Verbal Abuse,Other,Other,Unknown,,
9/16/2024,BC,,,Inpatient,Physical,,Severe,Kicked,,Severe,Urgent Care,Physical Hold,,,Physical Violence,BC,Clinical Unit,Severe,3.0,3.0
10/12/2024,Other,,,Outpatient,Verbal,,,"Profane, Lewd or Aggressive Language",,,,Behavioral Expectations Reviewed,,,Verbal Abuse,Other,Other,Unknown,,
10/13/2024,Med/Surg/Inpatient,,,Inpatient,Physical,,,Threat of Violence; Intimidation; Verbal Abuse,,,,Notified Supervisor,,,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/13/2024,Med/Surg/Inpatient,,,Visitor,Verbal,,,Intimidation; Screaming or Yelling,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized,,,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/13/2024,Med/Surg/Inpatient,,,Visitor,Verbal,,,Intimidation; Screaming or Yelling; Stalking or Terrorizing,,,,Notified Supervisor,,,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
10/15/2024,Other,,Administration/Support Services,Outpatient,Verbal,N/A or Unknown,,verbal,,,,Notified Supervisor,Administration/Support Services,Admin/Management,Verbal Abuse,Other,Other,Unknown,,
10/14/2024,BC,,,Inpatient,Verbal,,,Intimidation; Screaming or Yelling; Stalking or Terrorizing,,,,Behavioral Expectations Reviewed; De-escalation Techniques Utilized; Notified Supervisor,,,Verbal Abuse,BC,Clinical Unit,Unknown,,
